Row #,Species,Count,Location,S/P,Date,LocID,SubID
1,Common Ostrich,2,Eastern Serengeti Thomson Enashiva Camp,TZ-01,22 Jul 2017,L6149970,S38465700
2,Horned Screamer,1,"Saquena, Loreto, PE (-4.475, -73.425)",PE-LOR,05 Mar 2019,L8820134,S53643395
3,Black-bellied Whistling-Duck,4,Wild Turkey Strand Preserve,US-FL,29 Dec 2017,L1903106,S41410966
4,Fulvous Whistling-Duck,9,Lake Manyara NP (Arusha Province),TZ-01,30 Jul 2017,L1033409,S38502540
5,Snow Goose,1,Fisher Meadows Recreation Area,US-CT,17 Nov 2017,L733301,S40550347
6,Greater White-fronted Goose,35,"Sitka, Alaska, US (57.012, -135.34)",US-AK,30 Aug 2018,L7876675,S48179644
7,Brant,1,Fisher Meadows Recreation Area,US-CT,17 Nov 2017,L733301,S40550347
8,Cackling Goose,1,Field near Farmington Valley Greenway Parking,US-CT,11 Oct 2018,L8020959,S49120475
9,Canada Goose,2,Hartford Reservoir No. 6,US-CT,10 Aug 2017,L607644,S38574234
10,Mute Swan,1,Milford Pt. (CT Audubon),US-CT,20 Sep 2017,L109216,S39297714
11,Trumpeter Swan,20,Crex Meadows SWA,US-WI,25 Jun 2018,L164216,S46796988
12,Tundra Swan,8,Durand-Eastman Park--Durand Beach,US-NY,27 Nov 2017,L448184,S40778193
13,Egyptian Goose,3,Central Serengeti Near Thomson Nyumba,TZ-13,27 Jul 2017,L6153177,S38487031
14,Spur-winged Goose,2,Tarangire NP,TZ-26,31 Jul 2017,L1044008,S38528783
15,Muscovy Duck,13,"4335-4345 Tufts Avenue, Fort Myers, Florida, US (26.599, -81.879)",US-FL,21 Jan 2018,L6756743,S42121430
16,Wood Duck,1,Westmoor Park,US-CT,18 Sep 2017,L198655,S39258807
17,Blue-winged Teal,9,J. N. Ding Darling NWR--Wildlife Drive,US-FL,18 Oct 2017,L823147,S39995185
18,Cinnamon Teal,6,Amado WTP,US-AZ,19 Sep 2018,L233071,S48634860
19,Northern Shoveler,,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
20,Gadwall,4,Harkness Memorial SP,US-CT,19 Nov 2018,L297947,S50058483
21,Eurasian Wigeon,1,"Leetes Island Road, Guilford",US-CT,11 May 2018,L3052601,S45556214
22,American Wigeon,5,Estero Bay Preserve SP--Winkler Point,US-FL,31 Dec 2017,L2589166,S41464521
23,Mallard,,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
24,Mexican Duck,8,San Pedro RNCA--San Pedro House and trails,US-AZ,16 Sep 2018,L129080,S48555858
25,American Black Duck,5,Hammonasset Beach SP,US-CT,11 Sep 2017,L298379,S39127718
26,Mottled Duck,4,J. N. Ding Darling NWR--Wildlife Drive,US-FL,20 Aug 2017,L823147,S38729364
27,Northern Pintail,1,Great Pond State Forest,US-CT,18 Nov 2017,L274772,S40578502
28,Green-winged Teal,6,Great Pond State Forest,US-CT,18 Nov 2017,L274772,S40578502
29,Canvasback,10,"Conesus Lake, Vitale Park",US-NY,08 Dec 2018,L637129,S50514469
30,Redhead,1,Bantam Lake--Point Folly,US-CT,18 Dec 2017,L230744,S41173882
31,Ring-necked Duck,4,Harns Marsh,US-FL,11 Nov 2017,L830108,S40438561
32,Tufted Duck,1,Captain's Cove,US-CT,18 Dec 2018,L806220,S50773750
33,Greater Scaup,1,Bantam Lake--Point Folly,US-CT,18 Dec 2017,L230744,S41173882
34,Lesser Scaup,4,Estero Bay Preserve SP--Winkler Point,US-FL,11 Jan 2018,L2589166,S41816296
35,King Eider,1,Waterford Beach,US-CT,11 Jun 2019,L5604368,S57297239
36,Common Eider,4,Harkness Memorial SP,US-CT,04 Dec 2017,L297947,S40904810
37,Harlequin Duck,14,"Sitka, Alaska, US (57.012, -135.34)",US-AK,30 Aug 2018,L7876675,S48179644
38,Surf Scoter,1,"Valdez, Alaska, US (61.02, -148.111)",US-AK,26 Aug 2018,L7863983,S48088358
39,White-winged Scoter,1,Lynn Hall Memorial Park & Pier,US-FL,30 Jan 2018,L1331461,S42372458
40,Black Scoter,15,Harkness Memorial SP,US-CT,19 Nov 2018,L297947,S50058483
41,Long-tailed Duck,11,Irondequoit Bay Outlet (Pier and Marine Park),US-NY,27 Nov 2017,L131149,S40778115
42,Bufflehead,4,Frances Slocum SP,US-PA,23 Nov 2017,L443823,S40679178
43,Common Goldeneye,2,Hartford Reservoir No. 6,US-CT,15 Nov 2017,L607644,S40518725
44,Barrow's Goldeneye,2,"523 Max Italio Drive, Yakutat, Alaska, US (59.547, -139.731)",US-AK,28 Aug 2018,L7871229,S48137867
45,Hooded Merganser,35,Hartford Reservoir No. 6,US-CT,15 Nov 2017,L607644,S40518725
46,Common Merganser,5,Hartford Reservoir No. 6,US-CT,29 Sep 2017,L607644,S39453537
47,Red-breasted Merganser,2,Milford Pt. (CT Audubon),US-CT,20 Nov 2017,L109216,S40633300
48,Ruddy Duck,7,Fisher Meadows Recreation Area,US-CT,08 Oct 2017,L733301,S39622224
49,Plain Chachalaca,7,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),US-TX,06 Oct 2019,L128890,S60397298
50,Gray-headed Chachalaca,5,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
51,Crested Guan,1,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56183552
52,Black Guan,2,Savegre Hotel,CR-SJ,17 May 2019,L501858,S56395800
53,Great Curassow,1,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56183552
54,Helmeted Guineafowl,7,Lake Manyara NP (Arusha Province),TZ-01,30 Jul 2017,L1033409,S38502540
55,Northern Bobwhite,1,Alva Scrub #195,US-FL,01 Mar 2018,L2921335,S43289274
56,Crested Bobwhite,5,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444964
57,Gambel's Quail,15,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,14 Sep 2018,L994658,S48510315
58,Spotted Wood-Quail,5,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56362616
59,Indian Peafowl,1,Matheson Hammock Park,US-FL,25 Feb 2018,L127425,S43166649
60,Red-necked Francolin,2,Northern Serengeti National Park (Mara Region),TZ-13,25 Jul 2017,L6151339,S38474013
61,Crested Francolin,4,Tarangire NP,TZ-26,31 Jul 2017,L1044008,S38528783
62,Ring-necked Pheasant,1,Frances Slocum SP,US-PA,25 Nov 2017,L443823,S40718067
63,Ruffed Grouse,1,"S6789 Burma Road, Baraboo, Wisconsin, US (43.411, -89.746)",US-WI,24 Jun 2018,L7620214,S46773724
64,Spruce Grouse,1,Seven Devils Trail,US-ID,13 Aug 2008,L7615456,S46751521
65,Wild Turkey,2,Cold Spring Reservoir,US-CT,07 Sep 2017,L6250677,S39057438
66,American Flamingo,1,St. Marks NWR--Stoney Bayou 2,US-FL,02 May 2019,L582780,S55680487
67,Lesser Flamingo,,Lake Manyara NP (Arusha Province),TZ-01,30 Jul 2017,L1033409,S38502540
68,Least Grebe,1,Peaceful Waters Sanctuary,US-FL,13 Apr 2019,L1017638,S54902974
69,Pied-billed Grebe,2,Six Mile Cypress Slough Preserve,US-FL,10 Jan 2017,L424819,S38539010
70,Horned Grebe,3,"3401 Tropical Point Drive, Saint James City, Florida, US (26.547, -82.081)",US-FL,29 Jan 2018,L6795889,S42344272
71,Red-necked Grebe,5,Crex Meadows SWA,US-WI,25 Jun 2018,L164216,S46796988
72,Rock Pigeon,,Coors Field (restricted access),US-CO,03 Sep 2017,L3788878,S38983949
73,Pale-vented Pigeon,1,"Unnamed Road, Provincia de Coclé, PA (8.477, -80.246)",PA-2,10 Apr 2018,L7203723,S44444887
74,Scaled Pigeon,3,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506637
75,White-crowned Pigeon,2,"1001 James Street, Key West, Florida, US (24.561, -81.798)",US-FL,22 Mar 2018,L7104085,S43867437
76,Red-billed Pigeon,4,"Villa San Ignacio, Alajuela",CR-A,09 May 2019,L1144236,S56038518
77,Band-tailed Pigeon,14,"Calle San Gerardo, Provincia de Cartago, CR (9.596, -83.798)",CR-C,15 May 2019,L9274084,S56322745
78,Ruddy Pigeon,2,Savegre Mt. Lodge--primary forest trails above lodge,CR-SJ,16 May 2019,L1456996,S56355292
79,Eurasian Collared-Dove,2,I95 Florida Welcome Centre,US-FL,15 Oct 2017,L3479704,S39931211
80,Mourning Collared-Dove,1,Tarangire NP,TZ-26,01 Aug 2017,L1044008,S38530008
81,Laughing Dove,1,Tarangire NP,TZ-26,31 Jul 2017,L1044008,S38528783
82,Namaqua Dove,2,Tarangire NP,TZ-26,31 Jul 2017,L1044008,S38528783
83,Inca Dove,1,Portal--Cave Creek Ranch,US-AZ,15 Sep 2018,L324045,S48533304
84,Common Ground Dove,1,J. N. Ding Darling NWR--Wildlife Drive,US-FL,20 Aug 2017,L823147,S38729364
85,Plain-breasted Ground Dove,1,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444950
86,Ruddy Ground Dove,2,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
87,Croaking Ground Dove,2,Huaca Pucllana,PE-LIM,03 Mar 2019,L3142542,S53322791
88,Blue Ground Dove,2,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.369, -80.226)",PA-2,10 Apr 2018,L7203779,S44445081
89,Key West Quail-Dove,1,Dr. Von D. Mizell-Eula Johnson SP,US-FL,22 Apr 2019,L5744252,S55259950
90,White-tipped Dove,2,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
91,Gray-chested Dove,1,Canopy Adventure,PA-2,13 Apr 2018,L1659574,S44527311
92,West Peruvian Dove,13,"1301 Avenida Jose Larco, Miraflores, Gobierno Regional de Lima, PE (-12.131, -77.03)",PE-LIM,03 Mar 2019,L8727366,S53315045
93,White-winged Dove,1,"Pearl Feeders, Alva (Whites' Feeders)",US-FL,15 Jan 2018,L6724846,S41948244
94,Eared Dove,1,"1301 Avenida Jose Larco, Miraflores, Gobierno Regional de Lima, PE (-12.131, -77.03)",PE-LIM,03 Mar 2019,L8727366,S53315045
95,Mourning Dove,2,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,07 Aug 2017,L6161564,S38529035
96,African Green-Pigeon,7,Tarangire NP,TZ-26,01 Aug 2017,L1044008,S38530008
97,Kori Bustard,1,Eastern Serengeti Thomson Enashiva Camp,TZ-01,22 Jul 2017,L6149970,S38465700
98,White-bellied Bustard,3,Northern Serengeti National Park (Mara Region),TZ-13,26 Jul 2017,L6151339,S38483682
99,Bare-faced Go-away-bird,2,Eastern Serengeti Thomson Enashiva Camp,TZ-01,24 Jul 2017,L6149970,S38470164
100,Greater Ani,2,"Saquena, Loreto, PE (-4.523, -73.447)",PE-LOR,06 Mar 2019,L8820146,S53643454
101,Smooth-billed Ani,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
102,Groove-billed Ani,2,"Unnamed Road, El Valle de Antón, Provincia de Coclé, PA (8.539, -80.199)",PA-2,10 Apr 2018,L7203716,S44444850
103,Striped Cuckoo,1,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.333, -80.212)",PA-2,10 Apr 2018,L7203757,S44445011
104,Greater Roadrunner,2,"State Line Road, San Simon, Arizona, US (31.869, -109.049)",US-NM,16 Sep 2018,L7931631,S48542160
105,White-browed Coucal,1,Lake Manyara NP (Arusha Province),TZ-01,30 Jul 2017,L1033409,S38502540
106,Squirrel Cuckoo,2,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
107,Dark-billed Cuckoo,1,West Delray Regional Park,US-FL,10 Feb 2019,L1427512,S52548955
108,Yellow-billed Cuckoo,1,Fort De Soto Park,US-FL,16 Apr 2018,L127332,S44634594
109,Mangrove Cuckoo,2,Rookery Bay NERR,US-FL,11 Jul 2018,L2528252,S47128547
110,Black-billed Cuckoo,1,Westmoor Park,US-CT,16 May 2018,L198655,S45730228
111,Common Nighthawk,2,Fish Lake SWA,US-WI,25 Jun 2018,L252443,S46802223
112,Common Pauraque,1,Estero Llano Grande SP WBC (LTC 054),US-TX,07 Oct 2019,L259855,S60426434
113,Ladder-tailed Nightjar,1,"Nauta, Loreto, PE (-4.598, -73.668)",PE-LOR,06 Mar 2019,L8820172,S53643536
114,Chuck-will's-widow,2,Babcock-Webb WMA,US-FL,19 Mar 2018,L127396,S43783871
115,Eastern Whip-poor-will,5,Fish Lake SWA,US-WI,25 Jun 2018,L252443,S46802223
116,Great Potoo,1,"Fernando Lores, Loreto, PE (-4.374, -73.402)",PE-LOR,05 Mar 2019,L8820126,S53643355
117,White-collared Swift,5,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
118,Chimney Swift,,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
119,Vaux's Swift,2,Walker Canyon,US-AZ,19 Sep 2018,L1051139,S48634956
120,Short-tailed Swift,1,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
121,Band-rumped Swift,3,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
122,Costa Rican Swift,1,"(8.719, -83.165)",CR-P,11 May 2019,L9247351,S56152235
123,Alpine Swift,1,"1 Louis Vincent Street, Jerusalem (31.79, 35.229)",IL-JM,03 Sep 2019,L9872486,S59481367
124,Fork-tailed Palm-Swift,5,"Saquena, Loreto, PE (-4.475, -73.425)",PE-LOR,05 Mar 2019,L8820134,S53643395
125,White-necked Jacobin,2,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506637
126,White-tipped Sicklebill,4,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
127,Bronzy Hermit,1,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56183552
128,Rufous-breasted Hermit,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
129,White-bearded Hermit,1,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
130,Green Hermit,1,Canopy Adventure,PA-2,13 Apr 2018,L1659574,S44527311
131,Long-billed Hermit,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506368
132,Stripe-throated Hermit,1,Canopy Lodge,PA-2,11 Apr 2018,L604642,S44476533
133,Lesser Violetear,2,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
134,Purple-crowned Fairy,1,Villa Lapas,CR-P,10 May 2019,L585101,S56077401
135,Green-breasted Mango,1,San Isidro de El General,CR-SJ,15 May 2019,L3281878,S56322824
136,Black-throated Mango,1,"Saquena, Loreto, PE (-4.506, -73.422)",PE-LOR,05 Mar 2019,L8820142,S53643426
137,Veraguan Mango,1,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444964
138,Green-crowned Brilliant,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
139,Rivoli's Hummingbird,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
140,Talamanca Hummingbird,5,La Georgina,CR-C,15 May 2019,L1126285,S56322811
141,Long-billed Starthroat,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
142,Fiery-throated Hummingbird,10,La Georgina,CR-C,15 May 2019,L1126285,S56322811
143,Blue-throated Mountain-gem,2,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
144,White-throated Mountain-gem,1,"Calle San Gerardo, Provincia de Cartago, CR (9.596, -83.798)",CR-C,15 May 2019,L9274084,S56322745
145,Lucifer Hummingbird,1,Ash Canyon B&B (closed effective 7 October 2019),US-AZ,16 Sep 2018,L199300,S48549128
146,Ruby-throated Hummingbird,1,"Pearl Feeders, Alva (Whites' Feeders)",US-FL,19 Jan 2018,L6724846,S42067465
147,Black-chinned Hummingbird,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
148,Anna's Hummingbird,2,Vancouver--Van Dusen Gardens,CA-BC,06 Sep 2018,L367682,S48330221
149,Costa's Hummingbird,1,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
150,Broad-tailed Hummingbird,1,Portal--Cave Creek Ranch,US-AZ,15 Sep 2018,L324045,S48533304
151,Rufous Hummingbird,4,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,14 Sep 2018,L994658,S48510315
152,Allen's Hummingbird,1,"1076 Myrtle Way, San Diego, California, US (32.743, -117.154)",US-CA,23 Sep 2018,L7953802,S48699201
153,Volcano Hummingbird,1,"Calle San Gerardo, Provincia de Cartago, CR (9.596, -83.798)",CR-C,15 May 2019,L9274084,S56322745
154,Scintillant Hummingbird,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
155,Garden Emerald,2,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
156,Broad-billed Hummingbird,1,Ash Canyon B&B (closed effective 7 October 2019),US-AZ,16 Sep 2018,L199300,S48549128
157,Violet-headed Hummingbird,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44392862
158,Scaly-breasted Hummingbird,1,"Unknown Location - (9.793, -84.602)",CR-P,10 May 2019,L9236203,S56085418
159,White-vented Plumeleteer,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44407315
160,Crowned Woodnymph,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
161,Stripe-tailed Hummingbird,1,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
162,Snowcap,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
163,Amazilia Hummingbird,2,"1301 Avenida Jose Larco, Miraflores, Gobierno Regional de Lima, PE (-12.131, -77.03)",PE-LIM,03 Mar 2019,L8727366,S53315045
164,Glittering-throated Emerald,2,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
165,Blue-chested Hummingbird,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
166,Charming Hummingbird,1,Hacienda Baru,CR-P,11 May 2019,L448818,S56132934
167,Blue-vented Hummingbird,1,"Villa San Ignacio, Alajuela",CR-A,09 May 2019,L1144236,S56038518
168,Snowy-bellied Hummingbird,1,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
169,Rufous-tailed Hummingbird,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44406870
170,Buff-bellied Hummingbird,3,Frontera Audubon Center (LTC 058),US-TX,06 Oct 2019,L209876,S60404778
171,Cinnamon Hummingbird,1,"Autopista General Cañas, Heredia, CR (9.979, -84.162)",CR-H,18 May 2019,L9290185,S56438165
172,Violet-crowned Hummingbird,5,Paton Center for Hummingbirds (Patons' Yard),US-AZ,18 Sep 2018,L247122,S48604547
173,Sapphire-throated Hummingbird,1,"Calle Arroyo, Río Hato, Provincia de Coclé, PA (8.381, -80.109)",PA-2,10 Apr 2018,L7203789,S44445138
174,Hoatzin,2,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
175,King Rail,2,Fakahatchee Strand Preserve SP--Janes Scenic Drive,US-FL,28 Feb 2018,L127405,S43259542
